OG0004339: CAFRA.g5381.t1 CANGA.Cang_2012_03_13_00005.g399.t1 CBREN.CBN01020 CBRIG.CBG02720 CCAST.g5173.t1 CDOUG.g22128.t1 CELEG.T19H5.4a CJAPO.CJA11151 CKAMA.g4705.t1 CLATE.FL83_12743-RA CMONO.g19726.t1 CNOUR.g13621.t1 CPLIC.g11679.t1 CREMA.FL82_05895-RA CSINI.Csp5_scaffold_00438.g11377.t1 CSP21.g981.t1 CSP26.g20449.t1 CSP28.g12869.t1 CSP29.g6585.t1 CSP31.g27140.t1 CSP32.g14302.t1 CSP34.Sp34_20198210.t1 CSP38.g3009.t1 CSP39.g16337.t1 CSP40.g6196.t1 CTROP.Csp11.Scaffold629.g7914.t1 CVIRI.g7496.t1 DCORO.DCO_022139
OG0008456: CAFRA.g12790.t1 CANGA.Cang_2012_03_13_00158.g5881.t1 CBREN.CBN31845 CBRIG.CBG17348 CCAST.g18446.t2 CDOUG.g2079.t1 CELEG.F08B12.3g CJAPO.CJA03073a CKAMA.g1293.t1 CLATE.FL83_01124-RA CMONO.g4400.t1 CNOUR.g4870.t1 CPLIC.g12590.t1 CREMA.FL82_00523-RA CSINI.Csp5_scaffold_00458.g11641.t1 CSP21.g11546.t2 CSP26.g7223.t1 CSP28.g9577.t1 CSP29.g11789.t1 CSP31.g10052.t1 CSP32.g2862.t1 CSP34.Sp34_X0088700.t1 CSP38.g11213.t3 CSP39.g28780.t1 CSP40.g12623.t1 CTROP.Csp11.Scaffold49.g280.t1 CVIRI.g8271.t1 DCORO.DCO_003355
OG0008457: CAFRA.g12808.t1 CANGA.Cang_2012_03_13_00054.g2800.t1 CBREN.CBN09340 CBRIG.CBG17313 CCAST.g658.t1 CDOUG.g2065.t1 CELEG.F29G6.2 CJAPO.CJA06610c CKAMA.g1282.t1 CLATE.FL83_01109-RA CMONO.g5015.t1 CNOUR.g6842.t1 CPLIC.g5964.t1 CREMA.FL82_00539-RA CSINI.Csp5_scaffold_00026.g1513.t2 CSP21.g9161.t1 CSP26.g1846.t1 CSP28.g9587.t1 CSP29.g11780.t1 CSP31.g10041.t1 CSP32.g2876.t1 CSP34.Sp34_X0089900.t1 CSP38.g5463.t1 CSP39.g28771.t1 CSP40.g12608.t1 CTROP.Csp11.Scaffold553.g3675.t1 CVIRI.g10536.t1 DCORO.DCO_013195
OG0008459: CAFRA.g12846.t1 CANGA.Cang_2012_03_13_00158.g5864.t1 CBREN.CBN19430 CBRIG.CBG17277 CCAST.g18462.t1 CDOUG.g16384.t1 CELEG.T04F8.4 CJAPO.CJA15420 CKAMA.g1265.t1 CLATE.FL83_01087-RA CMONO.g13215.t1 CNOUR.g6868.t1 CPLIC.g10300.t1 CREMA.FL82_00560-RA CSINI.Csp5_scaffold_00246.g7877.t2 CSP21.g15384.t1 CSP26.g1868.t1 CSP28.g9605.t1 CSP29.g11760.t1 CSP31.g10018.t1 CSP32.g5748.t1 CSP34.Sp34_X0092100.t1 CSP38.g21903.t1 CSP39.g22154.t1 CSP40.g12587.t1 CTROP.Csp11.Scaffold557.g3794.t1 CVIRI.g3994.t1 DCORO.DCO_011659
OG0008461: CAFRA.g12860.t1 CANGA.Cang_2012_03_13_00320.g9154.t1 CBREN.CBN11065 CBRIG.CBG02176 CCAST.g18427.t1 CDOUG.g13356.t1 CELEG.Y102A11A.5 CJAPO.CJA03380 CKAMA.g1257.t1 CLATE.FL83_01074-RA CMONO.g16475.t1 CNOUR.g6320.t1 CPLIC.g10829.t1 CREMA.FL82_00572-RA CSINI.Csp5_scaffold_00713.g14694.t1 CSP21.g9773.t1 CSP26.g1881.t1 CSP28.g9615.t1 CSP29.g11752.t1 CSP31.g18418.t1 CSP32.g5736.t1 CSP34.Sp34_X0093400.t1 CSP38.g546.t1 CSP39.g15204.t1 CSP40.g12575.t1 CTROP.Csp11.Scaffold582.g4697.t1 CVIRI.g4004.t1 DCORO.DCO_023535
OG0008463: CAFRA.g12874.t1 CANGA.Cang_2012_03_13_00320.g9147.t1 CBREN.CBN14983 CBRIG.CBG02023 CCAST.g18434.t1 CDOUG.g15969.t1 CELEG.F52B10.2 CJAPO.CJA08810a CKAMA.g1246.t1 CLATE.FL83_01061-RA CMONO.g17191.t1 CNOUR.g6333.t1 CPLIC.g12498.t1 CREMA.FL82_00586-RA CSINI.Csp5_scaffold_00156.g5834.t1 CSP21.g11596.t1 CSP26.g21152.t1 CSP28.g9625.t1 CSP29.g11741.t1 CSP31.g18391.t1 CSP32.g5723.t1 CSP34.Sp34_X0094900.t1 CSP38.g553.t1 CSP39.g15191.t1 CSP40.g12562.t1 CTROP.Csp11.Scaffold582.g4681.t1 CVIRI.g431.t1 DCORO.DCO_015831
OG0008464: CAFRA.g12877.t1 CANGA.Cang_2012_03_13_00446.g10953.t1 CBREN.CBN13070 CBRIG.CBG02029 CCAST.g14910.t1 CDOUG.g15965.t1 CELEG.B0410.2a CJAPO.CJA05416a CKAMA.g1242.t1 CLATE.FL83_01057-RA CMONO.g18529.t1 CNOUR.g6337.t1 CPLIC.g5725.t1 CREMA.FL82_00590-RA CSINI.Csp5_scaffold_00156.g5840.t1 CSP21.g1606.t1 CSP26.g2296.t1 CSP28.g9630.t1 CSP29.g11738.t1 CSP31.g18395.t1 CSP32.g5720.t1 CSP34.Sp34_X0095300.t1 CSP38.g18519.t1 CSP39.g1265.t1 CSP40.g12558.t1 CTROP.Csp11.Scaffold582.g4676.t1 CVIRI.g12042.t1 DCORO.DCO_008603
OG0008467: CAFRA.g12884.t2 CANGA.Cang_2012_03_13_00034.g1962.t1 CBREN.CBN12412 CBRIG.CBG02038 CCAST.g1266.t1 CDOUG.g15959.t1 CELEG.Y71H10B.1c.1 CJAPO.CJA02202 CKAMA.g1235.t1 CLATE.FL83_01047-RA CMONO.g15622.t1 CNOUR.g6344.t2 CPLIC.g737.t1 CREMA.FL82_00600-RA CSINI.Csp5_scaffold_00156.g5848.t2 CSP21.g2366.t1 CSP26.g2290.t2 CSP28.g9636.t1 CSP29.g11732.t1 CSP31.g18402.t2 CSP32.g5713.t1 CSP34.Sp34_X0096100.t1 CSP38.g15777.t1 CSP39.g1271.t1 CSP40.g12552.t1 CTROP.Csp11.Scaffold582.g4669.t1 CVIRI.g8892.t1 DCORO.DCO_008199
OG0008468: CAFRA.g12885.t1 CANGA.Cang_2012_03_13_00034.g1963.t1 CBREN.CBN06659 CBRIG.CBG02039 CCAST.g1265.t1 CDOUG.g15958.t1 CELEG.C14A11.7 CJAPO.CJA13377b CKAMA.g1234.t1 CLATE.FL83_01046-RA CMONO.g9749.t1 CNOUR.g6345.t1 CPLIC.g738.t2 CREMA.FL82_00601-RA CSINI.Csp5_scaffold_00156.g5849.t1 CSP21.g2367.t1 CSP26.g2289.t1 CSP28.g9637.t1 CSP29.g11731.t1 CSP31.g18403.t1 CSP32.g5712.t1 CSP34.Sp34_X0096200.t1 CSP38.g15775.t1 CSP39.g1272.t1 CSP40.g12551.t1 CTROP.Csp11.Scaffold582.g4668.t1 CVIRI.g15129.t1 DCORO.DCO_012627
OG0008469: CAFRA.g12897.t1 CANGA.Cang_2012_03_13_00571.g12359.t1 CBREN.CBN01410 CBRIG.CBG02063 CCAST.g1312.t1 CDOUG.g10058.t1 CELEG.T14G11.1 CJAPO.CJA19384a CKAMA.g1224.t1 CLATE.FL83_01030-RA CMONO.g8706.t1 CNOUR.g16650.t1 CPLIC.g12171.t1 CREMA.FL82_00618-RA CSINI.Csp5_scaffold_00075.g3467.t1 CSP21.g13200.t1 CSP26.g14622.t1 CSP28.g9645.t1 CSP29.g11721.t1 CSP31.g21879.t1 CSP32.g5699.t1 CSP34.Sp34_X0097600.t1 CSP38.g17755.t1 CSP39.g1282.t1 CSP40.g12538.t1 CTROP.Csp11.Scaffold582.g4651.t1 CVIRI.g3303.t1 DCORO.DCO_017445
OG0008470: CAFRA.g12898.t1 CANGA.Cang_2012_03_13_00571.g12358.t1 CBREN.CBN10918 CBRIG.CBG02064 CCAST.g1313.t1 CDOUG.g10057.t1 CELEG.T14G11.3 CJAPO.CJA13602 CKAMA.g1223.t1 CLATE.FL83_01029-RA CMONO.g8709.t1 CNOUR.g16649.t1 CPLIC.g12170.t1 CREMA.FL82_00619-RA CSINI.Csp5_scaffold_00075.g3468.t1 CSP21.g13201.t1 CSP26.g14621.t1 CSP28.g9646.t1 CSP29.g11720.t1 CSP31.g21880.t1 CSP32.g5698.t1 CSP34.Sp34_X0097700.t1 CSP38.g17756.t1 CSP39.g1283.t1 CSP40.g12537.t1 CTROP.Csp11.Scaffold582.g4650.t1 CVIRI.g3302.t1 DCORO.DCO_006113
OG0008471: CAFRA.g12902.t3 CANGA.Cang_2012_03_13_00035.g2003.t1 CBREN.CBN23566 CBRIG.CBG02073 CCAST.g13749.t3 CDOUG.g4700.t1 CELEG.F54G2.1a CJAPO.CJA11340 CKAMA.g1219.t1 CLATE.FL83_01020-RA CMONO.g19580.t2 CNOUR.g16645.t1 CPLIC.g12168.t1 CREMA.FL82_00628-RA CSINI.Csp5_scaffold_01232.g19446.t1 CSP21.g15641.t1 CSP26.g12634.t2 CSP28.g9651.t1 CSP29.g11716.t1 CSP31.g21882.t1 CSP32.g5694.t4 CSP34.Sp34_X0098400.t1 CSP38.g15074.t1 CSP39.g1287.t1 CSP40.g12533.t2 CTROP.Csp11.Scaffold582.g4644.t2 CVIRI.g2554.t1 DCORO.DCO_003185
OG0008472: CAFRA.g12904.t1 CANGA.Cang_2012_03_13_01181.g15909.t1 CBREN.CBN12554 CBRIG.CBG02074 CCAST.g13748.t1 CDOUG.g4701.t1 CELEG.T03G6.3 CJAPO.CJA15376 CKAMA.g1218.t1 CLATE.FL83_01019-RA CMONO.g11519.t1 CNOUR.g16643.t1 CPLIC.g12167.t1 CREMA.FL82_00629-RA CSINI.Csp5_scaffold_01232.g19448.t1 CSP21.g15640.t1 CSP26.g12635.t1 CSP28.g9652.t1 CSP29.g11715.t1 CSP31.g21883.t1 CSP32.g5693.t1 CSP34.Sp34_X0098510.t1 CSP38.g15073.t1 CSP39.g1288.t1 CSP40.g12532.t1 CTROP.Csp11.Scaffold582.g4643.t1 CVIRI.g2553.t1 DCORO.DCO_010619
OG0008474: CAFRA.g12912.t1 CANGA.Cang_2012_03_13_00033.g1912.t1 CBREN.CBN12216 CBRIG.CBG02083 CCAST.g607.t1 CDOUG.g4708.t1 CELEG.F52H2.7 CJAPO.CJA01323 CKAMA.g1212.t1 CLATE.FL83_01012-RA CMONO.g14168.t1 CNOUR.g16631.t1 CPLIC.g10591.t1 CREMA.FL82_00637-RA CSINI.Csp5_scaffold_00066.g3157.t1 CSP21.g8853.t1 CSP26.g12643.t1 CSP28.g9658.t1 CSP29.g11708.t1 CSP31.g21890.t1 CSP32.g16629.t1 CSP34.Sp34_X0099400.t1 CSP38.g13068.t1 CSP39.g1298.t1 CSP40.g12524.t1 CTROP.Csp11.Scaffold582.g4636.t1 CVIRI.g2545.t1 DCORO.DCO_005223
OG0008477: CAFRA.g13021.t1 CANGA.Cang_2012_03_13_00359.g9710.t1 CBREN.CBN04615 CBRIG.CBG15435 CCAST.g14327.t1 CDOUG.g608.t1 CELEG.K01A12.3 CJAPO.CJA12916c CKAMA.g5290.t1 CLATE.FL83_02081-RA CMONO.g4365.t1 CNOUR.g17698.t1 CPLIC.g12210.t1 CREMA.FL82_02245-RA CSINI.Csp5_scaffold_00238.g7710.t1 CSP21.g13142.t2 CSP26.g672.t1 CSP28.g3432.t1 CSP29.g13882.t1 CSP31.g24656.t1 CSP32.g4772.t1 CSP34.Sp34_X0171500.t1 CSP38.g19863.t1 CSP39.g9719.t1 CSP40.g19607.t1 CTROP.Csp11.Scaffold629.g10951.t1 CVIRI.g16689.t1 DCORO.DCO_010215
OG0008480: CAFRA.g13133.t1 CANGA.Cang_2012_03_13_00298.g8762.t1 CBREN.CBN21681 CBRIG.CBG20205 CCAST.g3096.t1 CDOUG.g10918.t1 CELEG.C03C10.3 CJAPO.CJA08212 CKAMA.g4951.t1 CLATE.FL83_07242-RA CMONO.g1763.t1 CNOUR.g8833.t1 CPLIC.g9780.t1 CREMA.FL82_17538-RA CSINI.Csp5_scaffold_00433.g11301.t1 CSP21.g8303.t1 CSP26.g21124.t1 CSP28.g8036.t1 CSP29.g12156.t1 CSP31.g25419.t1 CSP32.g11756.t1 CSP34.Sp34_30000910.t1 CSP38.g3820.t1 CSP39.g18873.t1 CSP40.g9858.t1 CTROP.Csp11.Scaffold630.g17509.t1 CVIRI.g18109.t1 DCORO.DCO_014105
OG0008481: CAFRA.g13142.t2 CANGA.Cang_2012_03_13_00154.g5747.t1 CBREN.CBN10545 CBRIG.CBG15699 CCAST.g1939.t1 CDOUG.g22573.t1 CELEG.Y55B1BM.1a CJAPO.CJA29237 CKAMA.g11130.t1 CLATE.FL83_20245-RA CMONO.g19920.t1 CNOUR.g8070.t1 CPLIC.g4897.t1 CREMA.FL82_11558-RA CSINI.Csp5_scaffold_05801.g35602.t1 CSP21.g7372.t1 CSP26.g13004.t1 CSP28.g7313.t1 CSP29.g663.t1 CSP31.g23382.t1 CSP32.g10784.t1 CSP34.Sp34_30336900.t1 CSP38.g7582.t1 CSP39.g2663.t1 CSP40.g5309.t1 CTROP.Csp11.Scaffold630.g16765.t1 CVIRI.g5588.t1 DCORO.DCO_008255
OG0008483: CAFRA.g13160.t1 CANGA.Cang_2012_03_13_00453.g11024.t2 CBREN.CBN00726 CBRIG.CBG15720 CCAST.g9498.t1 CDOUG.g8526.t1 CELEG.Y50D7A.6 CJAPO.CJA08255 CKAMA.g2183.t1 CLATE.FL83_18627-RA CMONO.g5309.t1 CNOUR.g3830.t1 CPLIC.g6855.t1 CREMA.FL82_23905-RA CSINI.Csp5_scaffold_00991.g17369.t1 CSP21.g3607.t1 CSP26.g13436.t1 CSP28.g7301.t1 CSP29.g688.t1 CSP31.g6911.t1 CSP32.g9678.t1 CSP34.Sp34_30325600.t1 CSP38.g15388.t1 CSP39.g27519.t1 CSP40.g1621.t1 CTROP.Csp11.Scaffold630.g16756.t1 CVIRI.g6079.t1 DCORO.DCO_006633
OG0008484: CAFRA.g13163.t1 CANGA.Cang_2012_03_13_00336.g9394.t1 CBREN.CBN24509 CBRIG.CBG11740 CCAST.g12626.t1 CDOUG.g11613.t1 CELEG.R155.1a CJAPO.CJA02898 CKAMA.g2171.t1 CLATE.FL83_08916-RB CMONO.g3953.t1 CNOUR.g240.t1 CPLIC.g6956.t1 CREMA.FL82_11727-RA CSINI.Csp5_scaffold_01225.g19400.t1 CSP21.g6825.t1 CSP26.g11092.t1 CSP28.g1840.t1 CSP29.g5098.t1 CSP31.g6229.t1 CSP32.g9676.t1 CSP34.Sp34_30307100.t1 CSP38.g4394.t1 CSP39.g6386.t1 CSP40.g4531.t1 CTROP.Csp11.Scaffold629.g14344.t1 CVIRI.g11808.t1 DCORO.DCO_009647
OG0008485: CAFRA.g13171.t1 CANGA.Cang_2012_03_13_00025.g1522.t1 CBREN.CBN30334 CBRIG.CBG08413 CCAST.g16547.t1 CDOUG.g7256.t1 CELEG.Y55F3AM.10 CJAPO.CJA11290 CKAMA.g11214.t1 CLATE.FL83_15682-RA CMONO.g15165.t1 CNOUR.g12060.t1 CPLIC.g800.t1 CREMA.FL82_07550-RA CSINI.Csp5_scaffold_03975.g31749.t1 CSP21.g14751.t1 CSP26.g21063.t1 CSP28.g9219.t1 CSP29.g3600.t1 CSP31.g5426.t1 CSP32.g15592.t1 CSP34.Sp34_40042800.t1 CSP38.g1015.t1 CSP39.g2788.t1 CSP40.g16200.t1 CTROP.Csp11.Scaffold629.g16114.t1 CVIRI.g11607.t1 DCORO.DCO_019237
OG0008487: CAFRA.g13261.t1 CANGA.Cang_2012_03_13_00151.g5683.t1 CBREN.CBN13745 CBRIG.CBG04743 CCAST.g14635.t1 CDOUG.g9078.t1 CELEG.ZC376.5.1 CJAPO.CJA32614 CKAMA.g7161.t1 CLATE.FL83_21632-RA CMONO.g14871.t1 CNOUR.g9309.t1 CPLIC.g7669.t1 CREMA.FL82_19279-RA CSINI.Csp5_scaffold_00705.g14613.t1 CSP21.g6834.t1 CSP26.g12219.t1 CSP28.g13714.t1 CSP29.g213.t1 CSP31.g12805.t1 CSP32.g9014.t1 CSP34.Sp34_50364600.t1 CSP38.g2711.t1 CSP39.g24817.t1 CSP40.g56.t1 CTROP.Csp11.Scaffold630.g19976.t1 CVIRI.g5248.t1 DCORO.DCO_008181
OG0008491: CAFRA.g13406.t1 CANGA.Cang_2012_03_13_00360.g9728.t1 CBREN.CBN29991 CBRIG.CBG06961 CCAST.g19341.t1 CDOUG.g10101.t1 CELEG.C41D7.2 CJAPO.CJA04148 CKAMA.g4994.t1 CLATE.FL83_14354-RA CMONO.g18626.t1 CNOUR.g10310.t1 CPLIC.g6116.t1 CREMA.FL82_19486-RA CSINI.Csp5_scaffold_03201.g29407.t1 CSP21.g3662.t2 CSP26.g17289.t1 CSP28.g13101.t1 CSP29.g7194.t1 CSP31.g25602.t1 CSP32.g866.t1 CSP34.Sp34_20002800.t1 CSP38.g8433.t1 CSP39.g28502.t1 CSP40.g22519.t1 CTROP.Csp11.Scaffold605.g5599.t1 CVIRI.g7172.t1 DCORO.DCO_004319
OG0008492: CAFRA.g13414.t1 CANGA.Cang_2012_03_13_00630.g12977.t1 CBREN.CBN20936 CBRIG.CBG07054 CCAST.g10698.t1 CDOUG.g10360.t1 CELEG.D1069.2a.1 CJAPO.CJA12038 CKAMA.g19206.t1 CLATE.FL83_14341-RA CMONO.g19782.t1 CNOUR.g10318.t1 CPLIC.g10394.t1 CREMA.FL82_19474-RA CSINI.Csp5_scaffold_00467.g11758.t1 CSP21.g286.t1 CSP26.g21314.t1 CSP28.g13094.t1 CSP29.g7202.t1 CSP31.g25608.t1 CSP32.g875.t1 CSP34.Sp34_20002100.t1 CSP38.g8426.t1 CSP39.g28510.t1 CSP40.g22512.t1 CTROP.Csp11.Scaffold605.g5606.t1 CVIRI.g13026.t1 DCORO.DCO_020453
OG0008494: CAFRA.g13515.t1 CANGA.Cang_2012_03_13_00502.g11607.t1 CBREN.CBN23526 CBRIG.CBG17200 CCAST.g13151.t1 CDOUG.g6177.t2 CELEG.F41E7.3 CJAPO.CJA10313 CKAMA.g9253.t1 CLATE.FL83_01353-RA CMONO.g15406.t1 CNOUR.g3033.t1 CPLIC.g14191.t1 CREMA.FL82_17321-RA CSINI.Csp5_scaffold_00005.g360.t1 CSP21.g10192.t1 CSP26.g9697.t1 CSP28.g14630.t1 CSP29.g11989.t1 CSP31.g25150.t1 CSP32.g12745.t1 CSP34.Sp34_X0068800.t1 CSP38.g1824.t1 CSP39.g19599.t1 CSP40.g15874.t1 CTROP.Csp11.Scaffold629.g13708.t1 CVIRI.g282.t1 DCORO.DCO_013105
OG0008495: CAFRA.g13530.t1 CANGA.Cang_2012_03_13_00024.g1488.t1 CBREN.CBN06671 CBRIG.CBG14207 CCAST.g17235.t1 CDOUG.g6831.t1 CELEG.ZK813.4a CJAPO.CJA42928 CKAMA.g19186.t1 CLATE.FL83_00834-RA CMONO.g19472.t1 CNOUR.g4807.t1 CPLIC.g5258.t1 CREMA.FL82_00833-RA CSINI.Csp5_scaffold_01673.g22440.t1 CSP21.g12910.t1 CSP26.g3875.t1 CSP28.g10445.t1 CSP29.g16254.t1 CSP31.g9002.t1 CSP32.g5065.t1 CSP34.Sp34_X0270200.t1 CSP38.g15616.t1 CSP39.g25459.t1 CSP40.g16265.t1 CTROP.Csp11.Scaffold630.g18170.t1 CVIRI.g10490.t1 DCORO.DCO_022517
OG0008498: CAFRA.g13536.t1 CANGA.Cang_2012_03_13_00024.g1473.t1 CBREN.CBN26019 CBRIG.CBG14224 CCAST.g17218.t1 CDOUG.g6824.t1 CELEG.C12D12.2a CJAPO.CJA16087 CKAMA.g19193.t1 CLATE.FL83_00826-RA CMONO.g12906.t1 CNOUR.g4816.t1 CPLIC.g12301.t1 CREMA.FL82_00842-RA CSINI.Csp5_scaffold_00313.g9237.t1 CSP21.g10487.t1 CSP26.g3888.t1 CSP28.g10438.t1 CSP29.g16264.t1 CSP31.g8993.t1 CSP32.g5058.t1 CSP34.Sp34_X0269500.t1 CSP38.g9456.t1 CSP39.g25468.t1 CSP40.g16256.t1 CTROP.Csp11.Scaffold630.g18180.t1 CVIRI.g9510.t1 DCORO.DCO_009517
OG0008499: CAFRA.g13538.t1 CANGA.Cang_2012_03_13_00024.g1471.t1 CBREN.CBN11452 CBRIG.CBG14226 CCAST.g17216.t1 CDOUG.g6822.t1 CELEG.C12D12.5 CJAPO.CJA18174 CKAMA.g19195.t1 CLATE.FL83_00824-RA CMONO.g12904.t1 CNOUR.g4818.t1 CPLIC.g12299.t1 CREMA.FL82_00844-RA CSINI.Csp5_scaffold_00313.g9239.t1 CSP21.g10489.t1 CSP26.g3890.t1 CSP28.g10436.t1 CSP29.g16266.t1 CSP31.g8991.t1 CSP32.g5056.t1 CSP34.Sp34_X0269300.t1 CSP38.g9454.t1 CSP39.g25470.t1 CSP40.g16254.t1 CTROP.Csp11.Scaffold630.g18182.t1 CVIRI.g15203.t1 DCORO.DCO_018007
OG0008501: CAFRA.g13589.t1 CANGA.Cang_2012_03_13_00148.g5624.t1 CBREN.CBN00391 CBRIG.CBG09070 CCAST.g7561.t1 CDOUG.g21782.t1 CELEG.F01F1.6.1 CJAPO.CJA03573a CKAMA.g4526.t1 CLATE.FL83_19831-RA CMONO.g2579.t1 CNOUR.g2659.t1 CPLIC.g12021.t1 CREMA.FL82_16843-RA CSINI.Csp5_scaffold_01380.g20520.t1 CSP21.g8575.t1 CSP26.g5028.t1 CSP28.g4989.t1 CSP29.g2424.t1 CSP31.g20236.t1 CSP32.g13390.t1 CSP34.Sp34_30140400.t1 CSP38.g1714.t1 CSP39.g3576.t1 CSP40.g21814.t1 CTROP.Csp11.Scaffold546.g3467.t1 CVIRI.g2093.t1 DCORO.DCO_008627
OG0008504: CAFRA.g13622.t1 CANGA.Cang_2012_03_13_00442.g10905.t2 CBREN.CBN00340 CBRIG.CBG16052 CCAST.g11969.t1 CDOUG.g5824.t1 CELEG.C43C3.2f CJAPO.CJA08149b CKAMA.g6843.t1 CLATE.FL83_02199-RA CMONO.g12051.t1 CNOUR.g22464.t1 CPLIC.g12664.t1 CREMA.FL82_15362-RA CSINI.Csp5_scaffold_00008.g571.t2 CSP21.g2381.t1 CSP26.g9415.t1 CSP28.g13781.t1 CSP29.g14010.t1 CSP31.g15369.t1 CSP32.g18172.t1 CSP34.Sp34_X0058400.t1 CSP38.g17700.t1 CSP39.g6240.t1 CSP40.g4731.t1 CTROP.Csp11.Scaffold629.g13484.t2 CVIRI.g8784.t1 DCORO.DCO_010497
OG0008506: CAFRA.g13637.t1 CANGA.Cang_2012_03_13_01183.g15915.t1 CBREN.CBN32959 CBRIG.CBG00414 CCAST.g2157.t1 CDOUG.g15061.t1 CELEG.C06G3.10 CJAPO.CJA09933 CKAMA.g6545.t1 CLATE.FL83_19513-RA CMONO.g18999.t1 CNOUR.g12100.t2 CPLIC.g6705.t1 CREMA.FL82_20673-RA CSINI.Csp5_scaffold_00306.g9102.t1 CSP21.g3307.t1 CSP26.g20386.t1 CSP28.g16092.t1 CSP29.g2843.t1 CSP31.g15650.t1 CSP32.g3015.t1 CSP34.Sp34_40218400.t1 CSP38.g21666.t1 CSP39.g6197.t1 CSP40.g11487.t1 CTROP.Csp11.Scaffold70.g426.t1 CVIRI.g15169.t1 DCORO.DCO_001364
OG0008512: CAFRA.g13801.t1 CANGA.Cang_2012_03_13_00769.g14012.t1 CBREN.CBN22781 CBRIG.CBG23451 CCAST.g81.t1 CDOUG.g6951.t1 CELEG.R04F11.5 CJAPO.CJA10141 CKAMA.g6684.t1 CLATE.FL83_13013-RA CMONO.g12761.t1 CNOUR.g6999.t1 CPLIC.g11968.t1 CREMA.FL82_11216-RA CSINI.Csp5_scaffold_01272.g19755.t1 CSP21.g10932.t1 CSP26.g13771.t1 CSP28.g13184.t1 CSP29.g17206.t1 CSP31.g1452.t1 CSP32.g426.t1 CSP34.Sp34_50127700.t1 CSP38.g5006.t1 CSP39.g5503.t1 CSP40.g24428.t1 CTROP.Csp11.Scaffold600.g5399.t1 CVIRI.g470.t1 DCORO.DCO_020909
OG0008513: CAFRA.g13843.t1 CANGA.Cang_2012_03_13_00547.g12093.t1 CBREN.CBN20607 CBRIG.CBG14460 CCAST.g14307.t1 CDOUG.g125.t1 CELEG.R160.7 CJAPO.CJA06624a CKAMA.g3129.t1 CLATE.FL83_00675-RA CMONO.g4296.t1 CNOUR.g4334.t1 CPLIC.g1018.t1 CREMA.FL82_01015-RA CSINI.Csp5_scaffold_00002.g145.t1 CSP21.g14981.t1 CSP26.g9655.t1 CSP28.g9865.t1 CSP29.g11487.t1 CSP31.g8896.t3 CSP32.g8455.t1 CSP34.Sp34_X0256900.t1 CSP38.g22269.t1 CSP39.g26649.t1 CSP40.g11542.t1 CTROP.Csp11.Scaffold622.g6239.t2 CVIRI.g4314.t1 DCORO.DCO_008167
OG0008514: CAFRA.g13850.t1 CANGA.Cang_2012_03_13_00221.g7316.t1 CBREN.CBN00799 CBRIG.CBG14467 CCAST.g14299.t1 CDOUG.g118.t1 CELEG.F02E8.3 CJAPO.CJA12130 CKAMA.g3134.t1 CLATE.FL83_00669-RA CMONO.g5296.t1 CNOUR.g4327.t1 CPLIC.g4512.t1 CREMA.FL82_01022-RA CSINI.Csp5_scaffold_00002.g155.t1 CSP21.g10199.t1 CSP26.g9648.t1 CSP28.g9859.t1 CSP29.g11494.t1 CSP31.g8904.t1 CSP32.g8448.t1 CSP34.Sp34_X0256300.t1 CSP38.g22276.t1 CSP39.g26655.t1 CSP40.g12467.t1 CTROP.Csp11.Scaffold622.g6248.t1 CVIRI.g2445.t1 DCORO.DCO_023757
OG0008515: CAFRA.g13857.t1 CANGA.Cang_2012_03_13_00221.g7311.t1 CBREN.CBN15880 CBRIG.CBG14478 CCAST.g14293.t1 CDOUG.g112.t2 CELEG.F46H6.2a.1 CJAPO.CJA10640a CKAMA.g3140.t1 CLATE.FL83_00660-RA CMONO.g2498.t1 CNOUR.g5513.t2 CPLIC.g6145.t1 CREMA.FL82_01033-RA CSINI.Csp5_scaffold_00002.g165.t1 CSP21.g12008.t1 CSP26.g20068.t1 CSP28.g9854.t1 CSP29.g11500.t1 CSP31.g8912.t1 CSP32.g8441.t2 CSP34.Sp34_X0255200.t1 CSP38.g12251.t1 CSP39.g26661.t2 CSP40.g12459.t2 CTROP.Csp11.Scaffold622.g6255.t1 CVIRI.g2439.t1 DCORO.DCO_008747
OG0008516: CAFRA.g13863.t1 CANGA.Cang_2012_03_13_00221.g7309.t2 CBREN.CBN21939 CBRIG.CBG14483 CCAST.g14291.t1 CDOUG.g105.t1 CELEG.C07A12.7a.1 CJAPO.CJA10663 CKAMA.g3143.t1 CLATE.FL83_00655-RA CMONO.g2496.t1 CNOUR.g5507.t1 CPLIC.g6147.t1 CREMA.FL82_01040-RA CSINI.Csp5_scaffold_00006.g451.t1 CSP21.g12005.t1 CSP26.g10929.t1 CSP28.g9850.t1 CSP29.g11505.t1 CSP31.g8930.t1 CSP32.g8436.t1 CSP34.Sp34_X0254800.t1 CSP38.g12249.t1 CSP39.g26666.t1 CSP40.g12454.t1 CTROP.Csp11.Scaffold622.g6259.t1 CVIRI.g2437.t1 DCORO.DCO_011615
